Item,Inventory,MRP,Sales,Weekly Sale,Success Rate (%),Item_Type
FDA01,463,59.4904,448,161.1236,96.76025918,Canned
FDG47,458,263.0252,59,721.3943,12.88209607,Starchy Foods
FDT40,408,125.2678,407,254.3356,99.75490196,Frozen Foods
FDU20,389,120.3098,127,632.67645,32.64781491,Fruits and Vegetables
NCP41,438,109.8596,211,404.4735,48.17351598,Health and Hygiene
FDW36,114,106.2622,108,582.2421,94.73684211,Baking Goods
FDN31,226,189.253,146,332.06775,64.60176991,Fruits and Vegetables
NCU54,52,207.727,44,52.43175,84.61538462,Household
FDS01,478,177.9686,404,311.09505,84.51882845,Canned
FDA23,191,101.7016,117,379.506,61.2565445,Baking Goods
FDY08,425,139.1838,332,421.4514,78.11764706,Fruits and Vegetables
FDJ28,207,193.3162,190,769.6648,91.78743961,Frozen Foods
DRF36,373,192.6846,87,716.56725,23.32439678,Soft Drinks
FDH44,195,147.5418,193,73.5709,98.97435897,Fruits and Vegetables
NCY54,495,174.0422,421,517.3266,85.05050505,Household
FDR59,342,260.4594,84,261.6594,24.56140351,Breads
DRA59,202,184.8924,48,1110.5544,23.76237624,Soft Drinks
FDS55,481,148.0734,290,482.53855,60.29106029,Fruits and Vegetables
FDZ28,242,128.0678,30,445.0873,12.39669421,Frozen Foods
DRG49,486,246.0486,403,1771.52735,82.9218107,Soft Drinks
FDH21,122,158.6604,52,79.2302,42.62295082,Seafood
NCN19,448,189.853,24,853.8885,5.357142857,Others
FDP25,354,216.5824,220,1310.2944,62.14689266,Canned
DRH59,426,74.738,57,256.333,13.38028169,Hard Drinks
FDH09,393,50.7982,95,118.34595,24.17302799,Seafood
NCK54,189,115.015,158,728.21875,83.5978836,Household
FDT21,236,248.9092,197,1494.0552,83.47457627,Snack Foods
FDR12,342,172.4764,315,171.7764,92.10526316,Baking Goods
FDS25,110,111.4228,32,746.0289,29.09090909,Canned
NCL05,476,42.177,150,313.75825,31.51260504,Health and Hygiene
NCI30,429,246.446,78,923.7975,18.18181818,Household
FDJ26,247,214.0218,13,267.15225,5.263157895,Canned
FDA56,344,122.4414,343,395.98455,99.70930233,Fruits and Vegetables
FDM33,489,220.4798,465,165.28485,95.09202454,Snack Foods
FDP04,368,62.7168,18,239.688,4.891304348,Frozen Foods
FDR55,351,190.3872,130,709.077,37.03703704,Fruits and Vegetables
NCZ54,393,164.0552,380,1380.8692,96.69211196,Household
NCA53,60,50.3034,44,243.017,73.33333333,Health and Hygiene
FDL20,111,111.9886,110,750.52305,99.0990991,Fruits and Vegetables
FDT26,382,119.044,158,299.61,41.36125654,Dairy
NCZ06,275,251.9698,155,1141.5141,56.36363636,Household
FDA04,202,258.1962,106,1100.73385,52.47524752,Frozen Foods
FDD29,248,255.3698,209,1204.93155,84.27419355,Frozen Foods
FDS56,101,260.7252,90,1508.3699,89.10891089,Fruits and Vegetables
FDT07,309,257.633,52,384.4995,16.82847896,Fruits and Vegetables
FDT58,108,168.0816,104,545.2902,96.2962963,Snack Foods
FDJ10,121,139.1838,107,1229.23325,88.42975207,Snack Foods
FDN25,197,59.2588,15,200.4058,7.614213198,Breakfast
DRC27,398,247.4802,223,368.5203,56.03015075,Dairy
FDA38,112,238.7538,87,901.32675,77.67857143,Dairy
FDM56,359,109.8912,76,218.3824,21.16991643,Fruits and Vegetables
NCI43,422,46.9376,405,143.8128,95.97156398,Household
FDP36,292,49.0008,109,215.0534,37.32876712,Baking Goods
DRK49,415,40.5138,21,10.15345,5.060240964,Soft Drinks
FDW32,379,87.7882,246,128.8323,64.90765172,Fruits and Vegetables
NCW18,156,237.9248,75,533.3058,48.07692308,Household
FDQ44,275,121.2756,267,545.2902,97.09090909,Fruits and Vegetables
FDL45,362,124.9704,346,563.2668,95.5801105,Snack Foods
DRB48,267,39.9822,144,186.59045,53.93258427,Soft Drinks
FDQ34,474,104.9622,231,370.5177,48.73417722,Snack Foods
FDH17,290,98.6726,165,318.08595,56.89655172,Frozen Foods
FDN08,308,116.6466,151,29.46165,49.02597403,Fruits and Vegetables
FDK57,425,120.044,167,1108.557,39.29411765,Snack Foods
FDK10,311,180.466,271,179.766,87.13826367,Snack Foods
FDL39,54,181.6318,36,315.75565,66.66666667,Dairy
FDP25,310,216.3824,238,1528.6768,76.77419355,Canned
FDC05,103,196.3768,33,541.9612,32.03883495,Frozen Foods
FDA39,96,41.0822,43,235.6932,44.79166667,Meat
FDZ10,264,124.902,177,474.3825,67.04545455,Snack Foods
FDK08,226,101.2016,56,657.8104,24.77876106,Fruits and Vegetables
DRD24,58,141.7154,24,744.53085,41.37931034,Soft Drinks
DRG48,148,147.3102,33,583.2408,22.2972973,Soft Drinks
FDH52,69,62.1194,10,30.9597,14.49275362,Frozen Foods
FDS25,427,108.5228,283,497.3526,66.2763466,Canned
NCH43,290,216.0192,53,593.2278,18.27586207,Household
DRK01,110,94.6436,85,401.8103,77.27272727,Soft Drinks
FDD59,428,80.896,322,239.688,75.23364486,Starchy Foods
FDB27,468,197.7768,372,49.2692,79.48717949,Dairy
FDO22,227,81.396,165,299.61,72.68722467,Snack Foods
FDD35,387,120.244,208,569.259,53.74677003,Starchy Foods
FDR01,111,197.7742,32,199.0742,28.82882883,Canned
NCB31,194,262.291,171,131.4955,88.1443299,Household
FDC35,265,208.7638,148,776.48925,55.8490566,Starchy Foods
FDS23,52,127.0994,31,706.7467,59.61538462,Breads
FDC33,209,197.7768,172,788.3072,82.29665072,Fruits and Vegetables
NCF18,276,191.9504,125,1342.2528,45.28985507,Household
FDM36,318,173.5422,102,862.211,32.0754717,Baking Goods
FDJ53,169,121.3098,51,361.5294,30.17751479,Frozen Foods
NCL17,430,140.7812,293,391.8233,68.13953488,Health and Hygiene
FDW27,138,154.5314,132,349.04565,95.65217391,Meat
FDA32,378,215.7192,219,269.649,57.93650794,Fruits and Vegetables
FDA03,117,145.8102,87,72.9051,74.35897436,Dairy
FDW09,447,79.6302,229,138.65285,51.23042506,Snack Foods
FDN09,406,244.1828,289,182.7621,71.18226601,Snack Foods
FDM08,147,225.6088,145,1062.6168,98.63945578,Fruits and Vegetables
FDX01,316,117.615,115,378.67375,36.39240506,Canned
DRO35,154,115.0492,127,1013.6805,82.46753247,Hard Drinks
FDS31,489,178.5318,246,766.83515,50.30674847,Fruits and Vegetables
NCM53,372,104.828,318,585.904,85.48387097,Health and Hygiene
FDI16,172,52.064,141,213.056,81.97674419,Frozen Foods
DRF36,78,192.8846,14,1337.5922,17.94871795,Soft Drinks
FDW49,186,179.9002,58,1029.82615,31.1827957,Canned
FDB58,244,141.7154,107,106.36155,43.85245902,Snack Foods
NCJ18,458,119.8124,295,533.3058,64.41048035,Household
FDL51,275,215.0876,112,1286.3256,40.72727273,Dairy
FDS03,381,62.7826,72,290.6217,18.8976378,Meat
NCO54,219,53.6614,184,41.44605,84.01826484,Household
FDA48,58,222.0114,35,886.8456,60.34482759,Baking Goods
NCK06,89,123.1756,66,302.939,74.15730337,Household
NCZ54,74,162.4552,46,568.5932,62.16216216,Household
FDW39,310,177.237,235,1190.94975,75.80645161,Meat
FDI09,444,238.188,16,1258.362,3.603603604,Seafood
NCO02,492,65.0142,136,280.13535,27.64227642,Others
DRF13,275,144.3444,101,653.1498,36.72727273,Soft Drinks
FDK25,173,168.3474,112,1137.01995,64.73988439,Breakfast
FDZ38,87,173.7422,62,1465.7587,71.26436782,Dairy
NCQ42,377,127.9678,251,63.5839,66.57824934,Household
FDM14,300,108.9254,141,678.28375,47,Canned
FDC20,438,54.0272,373,111.8544,85.15981735,Fruits and Vegetables
FDW32,225,86.2882,121,407.96895,53.77777778,Fruits and Vegetables
FDQ19,139,241.3512,16,1332.9316,11.51079137,Fruits and Vegetables
FDE08,451,146.4734,239,890.8404,52.99334812,Fruits and Vegetables
FDC29,86,116.0176,37,400.8116,43.02325581,Frozen Foods
FDV50,365,121.973,206,677.4515,56.43835616,Dairy
FDF11,225,239.8538,76,1021.50365,33.77777778,Starchy Foods
FDN09,333,245.3828,232,426.4449,69.66966967,Snack Foods
DRG37,130,153.7972,120,350.5437,92.30769231,Soft Drinks
NCV06,163,195.2478,157,1792.16715,96.3190184,Household
DRJ13,89,159.9578,20,240.6867,22.47191011,Soft Drinks
DRF25,350,37.319,332,320.41625,94.85714286,Soft Drinks
FDE53,273,107.228,272,106.528,99.63369963,Frozen Foods
FDS08,367,176.337,198,441.0925,53.95095368,Fruits and Vegetables
FDO23,398,93.7436,375,425.4462,94.22110553,Breads
FDT07,164,255.433,43,1089.41525,26.2195122,Fruits and Vegetables
NCX29,235,146.9102,115,801.9561,48.93617021,Health and Hygiene
FDG22,372,38.119,67,183.095,18.01075269,Snack Foods
DRJ47,105,173.308,18,1687.803,17.14285714,Hard Drinks
FDL43,89,77.567,57,76.567,64.04494382,Meat
FDZ43,403,241.2512,124,2059.9852,30.76923077,Fruits and Vegetables
FDZ21,89,97.241,50,48.2705,56.17977528,Snack Foods
FDJ50,396,53.3982,313,302.43965,79.04040404,Canned
FDV35,286,155.9314,182,969.57125,63.63636364,Breads
FDW56,338,190.8162,243,673.4567,71.89349112,Fruits and Vegetables
DRL35,311,43.277,290,162.28875,93.24758842,Hard Drinks
FDR01,265,199.0742,125,1194.4452,47.16981132,Canned
FDS24,196,86.9514,87,354.2056,44.3877551,Baking Goods
NCL17,385,140.4812,117,605.5451,30.38961039,Health and Hygiene
FDS13,217,263.1884,34,728.7181,15.66820276,Canned
FDB59,141,197.6084,48,595.2252,34.04255319,Snack Foods
FDW26,402,222.3772,128,389.1601,31.84079602,Dairy
FDQ12,108,230.001,88,172.27575,81.48148148,Baking Goods
FDX59,108,31.9558,89,93.37845,82.40740741,Breads
FDL36,353,91.583,36,134.8245,10.19830028,Baking Goods
FDQ55,218,114.8834,113,403.1419,51.83486239,Fruits and Vegetables
FDV46,318,141.418,83,139.818,26.10062893,Snack Foods
FDM28,412,181.466,200,44.9415,48.54368932,Frozen Foods
FDT40,94,125.2678,77,190.7517,81.91489362,Frozen Foods
DRJ11,394,189.9872,156,189.0872,39.59390863,Hard Drinks
FDD51,230,44.7744,37,45.2744,16.08695652,Dairy
NCT17,219,188.6214,132,1507.3712,60.2739726,Health and Hygiene
NCW17,405,126.8994,215,770.9964,53.08641975,Health and Hygiene
NCY29,240,56.293,170,28.2965,70.83333333,Health and Hygiene
DRH36,204,73.4696,147,521.9872,72.05882353,Soft Drinks
FDB17,471,179.7976,348,633.8416,73.88535032,Frozen Foods
NCA17,237,148.4392,39,447.4176,16.4556962,Health and Hygiene
FDT27,56,234.6616,31,1171.808,55.35714286,Meat
FDR32,182,229.5694,12,856.38525,6.593406593,Fruits and Vegetables
FDG41,284,110.7228,114,414.4605,40.14084507,Frozen Foods
FDX25,94,184.0292,91,775.3241,96.80851064,Canned
FDG56,363,63.2536,267,336.8948,73.55371901,Fruits and Vegetables
FDN16,298,102.399,213,567.5945,71.47651007,Frozen Foods
FDD47,80,172.3448,63,639.168,78.75,Starchy Foods
FDR12,72,170.5764,15,944.7702,20.83333333,Baking Goods
FDS33,475,90.0514,116,376.34345,24.42105263,Snack Foods
NCC55,443,36.7848,260,195.7452,58.69074492,Household
FDA38,209,241.1538,177,120.1769,84.68899522,Dairy
FDK44,412,173.5738,230,477.87795,55.82524272,Fruits and Vegetables
FDZ57,486,127.2994,388,160.62425,79.83539095,Snack Foods
NCN14,207,185.2608,11,367.5216,5.314009662,Others
NCB06,88,161.792,82,39.948,93.18181818,Health and Hygiene
DRL01,464,235.3958,376,1577.44665,81.03448276,Soft Drinks
FDU10,131,38.4848,11,158.4604,8.396946565,Snack Foods
NCS38,405,112.6176,358,772.9938,88.39506173,Household
FDQ16,307,109.1912,234,409.467,76.22149837,Frozen Foods
FDS40,255,37.219,211,201.4045,82.74509804,Frozen Foods
FDE36,126,162.6868,107,941.7741,84.92063492,Baking Goods
FDV31,61,175.337,53,132.32775,86.8852459,Fruits and Vegetables
NCD42,344,39.3506,192,161.29005,55.81395349,Health and Hygiene
FDT20,499,40.1164,209,212.3902,41.88376754,Fruits and Vegetables
NCN19,273,191.353,255,332.06775,93.40659341,Others
FDW21,62,98.8358,42,502.679,67.74193548,Snack Foods
FDF34,95,196.5084,15,1091.2462,15.78947368,Snack Foods
FDI28,204,79.6302,136,198.0755,66.66666667,Frozen Foods
FDG44,162,55.7298,113,701.0874,69.75308642,Fruits and Vegetables
DRF60,282,240.3564,246,1072.6038,87.23404255,Soft Drinks
FDQ36,66,38.1848,28,9.3212,42.42424242,Baking Goods
FDP34,409,157.763,164,664.96775,40.09779951,Snack Foods
FDA20,272,184.624,266,1351.574,97.79411765,Fruits and Vegetables
FDE41,403,85.5566,244,232.53065,60.54590571,Frozen Foods
DRK47,237,229.2694,42,456.7388,17.72151899,Hard Drinks
FDY10,497,115.4176,49,286.294,9.85915493,Snack Foods
FDI02,393,112.0202,297,787.6414,75.57251908,Canned
FDE41,414,83.7566,206,63.41745,49.75845411,Frozen Foods
FDZ52,212,112.7886,26,444.7544,12.26415094,Frozen Foods
FDG50,375,92.7146,273,296.44745,72.8,Canned
DRL01,463,233.9958,66,116.8479,14.25485961,Soft Drinks
FDV48,123,78.1644,51,353.5398,41.46341463,Baking Goods
FDR48,282,151.1024,107,379.506,37.94326241,Baking Goods
NCD54,273,146.1786,146,758.51265,53.47985348,Household
NCT54,368,93.2094,96,166.61645,26.08695652,Household
FDH02,461,89.0488,428,45.2744,92.84164859,Canned
NCD43,109,105.6964,80,52.5982,73.39449541,Household
FDE46,384,152.9366,319,415.62565,83.07291667,Snack Foods
NCO42,271,144.6102,93,947.7663,34.31734317,Household
FDR40,86,78.7618,34,100.70225,39.53488372,Frozen Foods
FDG24,327,82.425,261,187.25625,79.81651376,Baking Goods
NCO17,245,121.444,199,629.181,81.2244898,Health and Hygiene
FDF22,453,214.0218,448,1389.1917,98.89624724,Snack Foods
FDC59,401,65.5168,161,255.6672,40.14962594,Starchy Foods
NCY18,291,174.9054,287,131.32905,98.62542955,Household
DRE48,373,196.2768,148,394.1536,39.67828418,Soft Drinks
FDV60,268,194.611,185,98.2055,69.02985075,Baking Goods
FDB56,241,187.6556,17,1314.2892,7.053941909,Fruits and Vegetables
FDL20,66,111.1886,48,1111.886,72.72727273,Fruits and Vegetables
NCZ53,61,190.4214,52,1413.1605,85.24590164,Health and Hygiene
DRM35,455,177.5344,172,758.3462,37.8021978,Hard Drinks
FDV16,450,35.2558,58,195.24585,12.88888889,Frozen Foods
FDY19,443,115.8466,311,618.69465,70.20316027,Fruits and Vegetables
FDY12,423,50.8008,47,25.3004,11.11111111,Baking Goods
FDM15,242,152.4366,145,982.3879,59.91735537,Meat
FDP12,71,36.8874,63,141.1496,88.73239437,Baking Goods
FDT21,169,248.0092,101,311.2615,59.76331361,Snack Foods
DRE49,259,151.8024,49,37.9506,18.91891892,Soft Drinks
FDN16,355,103.999,43,206.398,12.11267606,Frozen Foods
FDE04,319,179.566,88,674.1225,27.5862069,Frozen Foods
FDC51,241,122.973,136,307.9325,56.43153527,Dairy
FDO04,224,53.5614,26,234.86095,11.60714286,Frozen Foods
FDD41,334,105.3306,170,522.653,50.89820359,Frozen Foods
FDI45,253,175.8054,184,700.4216,72.72727273,Fruits and Vegetables
NCB18,213,89.5514,119,841.2383,55.8685446,Household
FDW51,300,213.956,230,585.904,76.66666667,Meat
NCK07,276,164.1526,18,452.24465,6.52173913,Others
FDZ45,485,197.9084,298,248.0105,61.44329897,Snack Foods
FDB37,430,241.8538,122,1442.1228,28.37209302,Baking Goods
FDZ60,56,106.0596,38,242.6841,67.85714286,Baking Goods
FDN04,78,176.8344,30,892.172,38.46153846,Frozen Foods
FDW47,444,120.0414,195,883.35015,43.91891892,Breads
FDB17,82,180.7976,78,1539.3296,95.12195122,Frozen Foods
FDR56,183,198.9768,19,1182.4608,10.38251366,Fruits and Vegetables
FDU55,416,260.6278,271,2342.9502,65.14423077,Fruits and Vegetables
FDH40,128,81.7276,124,487.3656,96.875,Frozen Foods
FDH05,465,231.8984,130,1158.492,27.95698925,Frozen Foods
FDX58,484,182.695,150,1052.79625,30.99173554,Snack Foods
FDC51,107,121.673,74,492.692,69.1588785,Dairy
NCR05,75,199.5084,29,843.2357,38.66666667,Health and Hygiene
DRH25,479,50.8324,322,233.6958,67.22338205,Soft Drinks
NCR53,275,224.0404,248,843.9015,90.18181818,Health and Hygiene
FDS04,334,138.6838,311,597.05615,93.11377246,Frozen Foods
FDC03,53,193.3794,17,195.0794,32.0754717,Dairy
FDP44,148,102.2332,19,25.6333,12.83783784,Fruits and Vegetables
FDK16,446,95.3094,378,428.4423,84.75336323,Frozen Foods
NCC30,88,178.7344,76,401.4774,86.36363636,Household
FDZ26,320,238.5222,21,179.26665,6.5625,Dairy
NCO54,424,57.1614,403,345.38375,95.04716981,Household
NCP41,334,106.2596,186,53.9298,55.68862275,Health and Hygiene
DRE27,206,98.0726,186,269.14965,90.29126214,Dairy
FDQ10,124,170.6422,98,732.87935,79.03225806,Snack Foods
NCU42,421,170.0474,20,1052.79625,4.750593824,Household
FDX43,337,165.85,127,457.7375,37.68545994,Fruits and Vegetables
NCD19,179,55.1614,173,234.86095,96.64804469,Household
NCI54,224,108.1912,48,464.0626,21.42857143,Household
FDS37,133,114.1492,62,28.9623,46.61654135,Canned
FDO25,71,209.027,35,1153.4985,49.29577465,Canned
FDS57,76,143.547,65,357.8675,85.52631579,Snack Foods
FDI52,244,122.1072,113,122.5072,46.31147541,Frozen Foods
DRK12,386,31.89,65,91.5475,16.83937824,Soft Drinks
FDG40,431,34.4558,127,152.8011,29.46635731,Frozen Foods
FDU49,285,86.254,262,540.9625,91.92982456,Canned
FDR49,489,46.5376,295,143.8128,60.32719836,Canned
FDF40,141,247.8092,21,124.5046,14.89361702,Dairy
DRE03,70,46.3718,65,165.4513,92.85714286,Dairy
FDR55,352,189.1872,300,1323.6104,85.22727273,Fruits and Vegetables
NCU05,406,82.3618,342,302.10675,84.2364532,Health and Hygiene
FDR36,492,40.3454,189,209.727,38.41463415,Baking Goods
NCM30,133,39.6796,40,165.1184,30.07518797,Household
FDH24,311,156.6288,244,982.055,78.45659164,Baking Goods
DRO47,196,113.986,96,113.186,48.97959184,Hard Drinks
FDQ49,490,155.163,205,195.57875,41.83673469,Breakfast
DRJ37,436,151.9024,317,645.1602,72.70642202,Soft Drinks
NCJ42,306,100.8332,89,384.4995,29.08496732,Household
FDD05,107,120.9098,16,421.7843,14.95327103,Frozen Foods
FDC39,429,206.6296,31,778.986,7.226107226,Dairy
NCY06,471,128.8968,340,587.2356,72.18683652,Household
NCS06,64,263.591,42,65.74775,65.625,Household
FDE16,211,207.8954,67,885.68045,31.7535545,Frozen Foods
NCQ50,494,215.2218,102,1175.4699,20.64777328,Household
FDX50,212,110.3228,201,442.0912,94.81132075,Dairy
NCL41,369,35.7216,112,129.831,30.35230352,Health and Hygiene
FDM58,330,111.8544,16,419.454,4.848484848,Snack Foods
FDH35,329,166.3526,137,41.11315,41.64133739,Starchy Foods
FDS50,61,219.8114,48,277.13925,78.68852459,Dairy
FDT09,323,133.2284,71,1087.5843,21.98142415,Snack Foods
FDR60,320,76.7328,249,328.2394,77.8125,Baking Goods
FDG22,257,35.019,99,164.7855,38.52140078,Snack Foods
FDL52,76,37.9506,64,227.7036,84.21052632,Frozen Foods
DRJ39,121,218.3482,45,602.38255,37.19008264,Dairy
FDW45,109,145.1418,98,662.1381,89.90825688,Snack Foods
NCQ38,479,106.028,161,266.32,33.61169102,Others
FDB26,194,53.764,181,199.74,93.29896907,Canned
DRG48,142,145.2102,139,765.50355,97.88732394,Soft Drinks
FDH10,358,191.8478,150,193.7478,41.89944134,Snack Foods
FDP28,57,262.8936,40,1239.7196,70.1754386,Frozen Foods
FDJ44,128,173.1396,102,174.4396,79.6875,Fruits and Vegetables
FDI07,76,196.9426,37,692.0991,48.68421053,Meat
DRJ24,223,185.1924,197,647.8234,88.34080717,Soft Drinks
DRL47,99,127.3362,36,188.7543,36.36363636,Hard Drinks
FDP38,248,50.9008,152,88.5514,61.29032258,Canned
FDK02,436,120.544,232,119.844,53.21100917,Canned
FDO23,398,94.1436,241,401.8103,60.55276382,Breads
NCE54,497,74.6354,472,263.3239,94.96981891,Household
FDS52,477,99.7016,42,480.7076,8.805031447,Frozen Foods
FDW01,230,153.4682,29,419.28755,12.60869565,Canned
NCF07,73,100.8016,51,278.3044,69.8630137,Household
DRE15,365,77.5012,149,379.506,40.82191781,Dairy
FDR58,427,92.3462,366,601.5503,85.71428571,Snack Foods
FDL24,436,173.0422,210,517.3266,48.16513761,Baking Goods
FDQ25,453,173.7422,32,905.32155,7.06401766,Canned
FDX56,95,207.0638,81,1242.3828,85.26315789,Fruits and Vegetables
FDD20,64,123.6046,41,311.2615,64.0625,Fruits and Vegetables
DRF60,202,236.5564,121,1310.9602,59.9009901,Soft Drinks
FDW13,271,51.3324,162,233.6958,59.77859779,Canned
FDF09,255,39.2848,86,130.4968,33.7254902,Fruits and Vegetables
FDY45,322,253.0356,94,1144.5102,29.19254658,Snack Foods
FDR26,431,178.3028,118,265.6542,27.37819026,Dairy
FDZ01,285,103.399,40,644.99375,14.03508772,Canned
FDH53,389,83.9592,238,41.2796,61.18251928,Frozen Foods
FDG52,277,46.1402,249,114.8505,89.89169675,Frozen Foods
FDW50,58,167.5158,52,376.01055,89.65517241,Dairy
FDX49,215,232.23,63,1281.665,29.30232558,Canned
FDJ44,481,172.8396,398,654.1485,82.74428274,Fruits and Vegetables
NCI31,493,37.519,150,210.55925,30.42596349,Others
FDZ52,368,112.4886,165,305.76865,44.83695652,Frozen Foods
FDE17,263,152.1366,52,188.92075,19.77186312,Frozen Foods
FDG34,166,109.5254,98,488.3643,59.03614458,Snack Foods
FDE26,435,143.0786,380,72.2393,87.35632184,Canned
FDD56,393,176.5054,108,744.19795,27.48091603,Fruits and Vegetables
FDR52,121,191.3846,56,668.7961,46.28099174,Frozen Foods
FDQ13,444,84.1908,336,188.7543,75.67567568,Canned
NCJ42,113,102.7332,47,102.5332,41.59292035,Household
FDH10,254,192.6478,233,96.8739,91.73228346,Snack Foods
NCG42,258,131.231,76,908.817,29.45736434,Household
FDT31,121,187.5872,71,330.9026,58.67768595,Fruits and Vegetables
DRD25,326,112.686,118,735.709,36.19631902,Soft Drinks
FDR35,323,199.1742,176,1094.9081,54.48916409,Breads
FDL33,369,193.9452,46,734.0445,12.46612466,Snack Foods
FDT45,387,53.3956,128,150.1379,33.0749354,Snack Foods
FDT16,415,260.5278,95,2212.7863,22.89156627,Frozen Foods
DRE49,144,153.0024,135,607.2096,93.75,Soft Drinks
DRF60,215,239.9564,145,953.4256,67.44186047,Soft Drinks
NCB54,81,128.3336,61,639.168,75.30864198,Health and Hygiene
FDH20,60,97.341,36,313.75825,60,Fruits and Vegetables
FDA31,350,172.908,298,692.432,85.14285714,Fruits and Vegetables
FDE33,266,76.8644,247,392.822,92.85714286,Fruits and Vegetables
FDM12,338,189.2214,307,47.10535,90.82840237,Baking Goods
FDW44,151,168.6448,121,255.6672,80.13245033,Fruits and Vegetables
DRE48,474,197.8768,247,936.1148,52.10970464,Soft Drinks
NCX18,441,196.511,391,687.4385,88.66213152,Household
FDA38,316,239.1538,164,120.1769,51.89873418,Dairy
FDQ19,263,242.6512,249,242.3512,94.67680608,Fruits and Vegetables
FDY47,228,129.131,145,1233.3945,63.59649123,Breads
FDE17,137,151.3366,32,680.1147,23.35766423,Frozen Foods
FDY25,90,181.8976,73,1131.86,81.11111111,Canned
FDT03,450,185.5608,132,780.9834,29.33333333,Meat
FDB49,125,98.0384,102,714.4034,81.6,Baking Goods
FDL43,426,76.067,123,363.69325,28.87323944,Meat
FDE47,95,123.5046,29,498.0184,30.52631579,Starchy Foods
FDS49,209,78.3644,25,432.1042,11.96172249,Canned
FDU23,129,163.6184,26,577.9144,20.15503876,Breads
FDU38,359,192.9504,217,1869.5664,60.44568245,Dairy
FDV09,135,148.0734,28,148.4734,20.74074074,Snack Foods
FDR20,141,45.5744,129,113.186,91.4893617,Fruits and Vegetables
FDY11,197,65.8142,145,214.22115,73.60406091,Baking Goods
FDG40,210,31.9558,175,246.17955,83.33333333,Frozen Foods
FDX20,251,228.372,47,509.337,18.7250996,Fruits and Vegetables
FDZ27,473,50.035,190,37.45125,40.16913319,Dairy
FDH09,465,51.3982,358,118.34595,76.98924731,Seafood
FDG29,291,42.7454,114,73.40445,39.17525773,Frozen Foods
NCA30,402,190.1872,109,1276.3386,27.11442786,Household
NCL53,51,175.3028,35,752.6869,68.62745098,Health and Hygiene
DRE15,274,77.6012,88,246.6789,32.11678832,Dairy
NCS38,338,112.9176,82,114.5176,24.26035503,Household
FDY21,282,196.011,185,147.30825,65.60283688,Snack Foods
FDB58,463,140.6154,405,70.9077,87.47300216,Snack Foods
FDH41,466,213.3534,105,483.87015,22.53218884,Frozen Foods
DRF23,126,172.4396,98,392.4891,77.77777778,Hard Drinks
FDE05,165,146.2102,112,109.35765,67.87878788,Frozen Foods
FDY10,203,112.7176,155,429.441,76.3546798,Snack Foods
FDS43,455,188.224,233,326.242,51.20879121,Fruits and Vegetables
NCM30,152,41.9796,15,196.0781,9.868421053,Household
FDY49,243,165.7184,131,454.0756,53.90946502,Canned
FDN02,215,206.8638,180,517.6595,83.72093023,Canned
FDP37,408,128.0994,125,546.12245,30.6372549,Breakfast
NCF07,139,99.6016,71,480.7076,51.07913669,Household
FDJ09,223,44.0744,206,158.4604,92.37668161,Snack Foods
FDO23,171,94.3436,153,567.2616,89.47368421,Breads
FDH09,192,52.4982,145,302.43965,75.52083333,Seafood
FDX34,155,119.3098,98,301.2745,63.22580645,Snack Foods
FDV60,424,197.311,105,834.74675,24.76415094,Baking Goods
FDE32,477,38.7506,391,56.9259,81.9706499,Fruits and Vegetables
NCI30,354,245.046,253,1170.1435,71.46892655,Household
FDS37,409,117.7492,95,173.7738,23.22738386,Canned
FDC57,366,193.982,193,144.8115,52.73224044,Fruits and Vegetables
DRC01,172,49.0692,130,369.519,75.58139535,Soft Drinks
DRD27,439,99.0042,341,173.60735,77.67653759,Dairy
FDI12,58,88.3856,37,175.7712,63.79310345,Baking Goods
FDQ33,311,149.3708,79,1128.531,25.40192926,Snack Foods
FDQ27,122,101.399,29,51.5995,23.7704918,Meat
NCB07,408,196.211,142,147.30825,34.80392157,Household
FDC08,272,226.172,146,792.302,53.67647059,Fruits and Vegetables
FDD20,465,124.2046,323,622.523,69.46236559,Fruits and Vegetables
FDS24,90,88.1514,68,287.79205,75.55555556,Baking Goods
FDH34,419,186.0582,230,975.23055,54.89260143,Snack Foods
NCX30,253,248.4776,217,1609.9044,85.77075099,Household
FDM01,313,104.5332,55,461.3994,17.57188498,Breakfast
FDB20,377,77.9986,287,233.6958,76.12732095,Fruits and Vegetables
NCK29,227,121.573,201,800.6245,88.54625551,Health and Hygiene
FDS11,397,224.9088,17,671.1264,4.282115869,Breads
NCV41,367,109.2228,285,55.2614,77.65667575,Health and Hygiene
DRL60,133,151.7682,60,609.8728,45.11278195,Soft Drinks
FDV10,367,44.0112,343,149.1392,93.46049046,Snack Foods
FDV09,160,149.5734,48,556.77525,30,Snack Foods
FDQ39,300,192.4846,187,1289.82105,62.33333333,Meat
DRE49,432,153.6024,171,341.5554,39.58333333,Soft Drinks
FDR45,56,238.6222,20,2151.1998,35.71428571,Snack Foods
DRJ23,133,190.2872,127,94.5436,95.4887218,Hard Drinks
FDQ26,257,58.6562,113,177.7686,43.9688716,Dairy
NCA06,437,34.819,170,265.48775,38.90160183,Household
FDT24,439,78.6328,296,251.0066,67.42596811,Baking Goods
DRG27,363,39.1138,132,152.30175,36.36363636,Dairy
FDR02,71,110.8886,63,889.5088,88.73239437,Dairy
